pageid,title,protection_status,number_of_views,number_of_edits
2627820,Chris Brown,autoconfirmed;sysop,,
26282410,Ahmadiyya,autoconfirmed;autoconfirmed,,
2629332,Kristen Stewart,autoconfirmed;autoconfirmed,,
26293522,Lists of Palestinian rocket attacks on Israel,extendedconfirmed;extendedconfirmed,,
26295450,Geet (TV series),autoconfirmed;autoconfirmed,,
263006,Anal,autoconfirmed,,
26301,Rocket,autoconfirmed;autoconfirmed,,
26310,Reproduction,autoconfirmed;autoconfirmed,,
263329,University of Bologna,autoconfirmed,,
2633662,Mahesh Babu,autoconfirmed;autoconfirmed,,
2635252,Stacy Long,autoconfirmed,,
26376459,Game of Death (2010 film),autoconfirmed,,
26378079,Womyn-born womyn,autoconfirmed;autoconfirmed,,
26378096,Trans woman,autoconfirmed;sysop,,
2639573,Sega Genesis,autoconfirmed;sysop,,
26404069,Dirty Picture,autoconfirmed;autoconfirmed,,
26413,Real Madrid C.F.,autoconfirmed;sysop,,
26415372,Ali Fedotowsky,autoconfirmed;autoconfirmed,,
26428,Rosetta Stone,autoconfirmed,,
26441,Red panda,autoconfirmed;sysop,,
26443739,Sky's the Limit,autoconfirmed;autoconfirmed,,
26458,Rosa Parks,autoconfirmed;sysop,,
2646179,EA Sports F1 series,autoconfirmed;autoconfirmed,,
26471,Rat,autoconfirmed;sysop,,
26472604,Barack Obama religion conspiracy theories,autoconfirmed;autoconfirmed,,
26482586,Cinco de Mayo,autoconfirmed;sysop,,
264845,Washington; Tyne and Wear,autoconfirmed;autoconfirmed,,
26492275,Jerome Swartz,autoconfirmed;autoconfirmed,,
26494,Race and intelligence,autoconfirmed,,
26513034,Pythagorean theorem,autoconfirmed;sysop,,
26537,Rose,autoconfirmed;sysop,,
26540848,Alexandra Burke discography,autoconfirmed;autoconfirmed,,
2654171,List of Billboard Hot 100 chart achievements and milestones,autoconfirmed;autoconfirmed,,
2655089,SpongeBob SquarePants,autoconfirmed;sysop,,
2655286,Indian nationalism,autoconfirmed;autoconfirmed,,
265586,Jeremy Clarkson,autoconfirmed;sysop,,
26563252,Prostitution law,autoconfirmed;autoconfirmed,,
26573,Rabbit,autoconfirmed;sysop,,
26574,Rooster,autoconfirmed;sysop,,
2658444,9/11 Truth movement,autoconfirmed,,
26585114,Taner Akçam,autoconfirmed;sysop,,
265883,Joan Rivers,autoconfirmed;autoconfirmed,,
26600297,Stephen Cortright,autoconfirmed;sysop,,
26600654,Online book rental in India,autoconfirmed;autoconfirmed,,
26617077,Mukhtar Ablyazov,autoconfirmed;autoconfirmed,,
2661869,Adam Johnson (footballer),autoconfirmed,,
26621126,John Seigenthaler,autoconfirmed;sysop,,
2662543,Victoria Justice,autoconfirmed;autoconfirmed,,
266350,Assyrian people,autoconfirmed;sysop,,
2663710,Craig Beattie,autoconfirmed;autoconfirmed,,
26667,Spain,autoconfirmed;sysop,,
26678,Star Wars,autoconfirmed;sysop,,
26693206,Danish Taimoor,autoconfirmed;autoconfirmed,,
26700,Science,autoconfirmed;sysop,,
26701,List of current United States Senators,autoconfirmed,,
267014,List of topics characterized as pseudoscience,autoconfirmed;autoconfirmed,,
26709,Sean Connery,autoconfirmed;sysop,,
2672171,Ancient Egyptian architecture,autoconfirmed;autoconfirmed,,
267370,Alligator,autoconfirmed;autoconfirmed,,
26751,Sun,autoconfirmed;sysop,,
26757,Slavic languages,autoconfirmed;autoconfirmed,,
267603,Killings and massacres during the 1948 Palestine war,extendedconfirmed;extendedconfirmed,,
26772964,Humaima Malick,autoconfirmed;autoconfirmed,,
26779,Soviet Union,autoconfirmed;sysop,,
2678647,Zaman (newspaper),autoconfirmed;autoconfirmed,,
26795,Saxophone,autoconfirmed;autoconfirmed,,
26796462,Dean Ambrose,autoconfirmed;autoconfirmed,,
26800,Sonic Team,autoconfirmed;autoconfirmed,,
26805,Sex,autoconfirmed;sysop,,
26807275,Jesse James,autoconfirmed;sysop,,
26808,Star,autoconfirmed;sysop,,
26810050,The Hockey Stick Illusion,autoconfirmed;autoconfirmed,,
268115,Ocelot,autoconfirmed;sysop,,
26823325,Shane Dawson,autoconfirmed;autoconfirmed,,
26833,Scientific method,autoconfirmed;autoconfirmed,,
26838,Shotgun,autoconfirmed;autoconfirmed,,
2685664,Sonic the Hedgehog (2006 video game),autoconfirmed;sysop,,
26861956,Kumhar,autoconfirmed,,
26886722,Aslan Usoyan,autoconfirmed;autoconfirmed,,
26889895,Colonel Sanders,autoconfirmed;sysop,,
26903,Solar System,autoconfirmed;sysop,,
26906274,Natio Hungarica,autoconfirmed;autoconfirmed,,
26909,Silvio Berlusconi,autoconfirmed;sysop,,
26909135,Klay Thompson,autoconfirmed,,
26933,Scorpius,autoconfirmed;autoconfirmed,,
26940,Steven Spielberg,autoconfirmed,,
269405,Empire of Brazil,autoconfirmed;autoconfirmed,,
26941,Spike Lee,autoconfirmed;autoconfirmed,,
2694428,List of countries by Human Development Index,autoconfirmed;autoconfirmed,,
26954,Stephen King,autoconfirmed;sysop,,
2696845,Digital rights,autoconfirmed;autoconfirmed,,
2696891,Charlotte's Web (2006 film),autoconfirmed;sysop,,
26977,Stanford University,autoconfirmed;autoconfirmed,,
269816,Pikachu,autoconfirmed;sysop,,
269826,James Hetfield,autoconfirmed;autoconfirmed,,
26983,Saladin,autoconfirmed,,
26989214,California University of Business and Technology,autoconfirmed;autoconfirmed,,
26994,Scotland,autoconfirmed;sysop,,
26998458,Manure,autoconfirmed;autoconfirmed,,
26998669,The Biggest Loser Australia: Families,autoconfirmed;autoconfirmed,,
2699942,Immediate Music,autoconfirmed,,
27003,Swiss cheese,autoconfirmed;autoconfirmed,,
27005455,Bruno Mars,autoconfirmed;autoconfirmed,,
27007275,Eugenics in the United States,autoconfirmed,,
27008293,The Biggest Loser Brunei (season 1),autoconfirmed;autoconfirmed,,
27015310,Wendy Sulca,autoconfirmed;autoconfirmed,,
27028,Foreign relations of South Korea,autoconfirmed;autoconfirmed,,
27032903,Mang,autoconfirmed;autoconfirmed,,
270381,Red hair,autoconfirmed;sysop,,
27063619,Aggro Santos,autoconfirmed;autoconfirmed,,
2707594,Hindki,autoconfirmed;autoconfirmed,,
27080072,Into the Wild Tour,autoconfirmed;autoconfirmed,,
2710081,Charles Phillips (businessman),autoconfirmed;sysop,,
2711777,StarHub TV,autoconfirmed;autoconfirmed,,
27120694,Can't Be Tamed,autoconfirmed;sysop,,
27125578,Rita Ora,autoconfirmed;autoconfirmed,,
2713320,Masked booby,autoconfirmed;autoconfirmed,,
27138927,The Biggest Loser Germany,autoconfirmed;autoconfirmed,,
271409,Northern Cyprus,autoconfirmed;sysop,,
27159,Sherlock Holmes,autoconfirmed,,
2717302,Hellenic languages,autoconfirmed;autoconfirmed,,
27178,Shoe,autoconfirmed;sysop,,
27184400,Julphar,autoconfirmed;autoconfirmed,,
27197699,Sol Trujillo,autoconfirmed;sysop,,
272105,Matthias Corvinus,autoconfirmed;autoconfirmed,,
27218951,RacingThePlanet,autoconfirmed;autoconfirmed,,
2722,Anders Celsius,autoconfirmed;sysop,,
27227639,California Gurls,autoconfirmed;autoconfirmed,,
27232259,The Biggest Loser Asia,autoconfirmed;autoconfirmed,,
27232274,The Biggest Loser Asia (season 2),autoconfirmed;autoconfirmed,,
27256264,Fergie Olver,autoconfirmed;sysop,,
27275197,Jerome Corsi,autoconfirmed;autoconfirmed,,
27275520,Alison McGovern,autoconfirmed,,
272814,European Graduate School,sysop;sysop,,
27294141,Mike Weatherley,autoconfirmed;sysop,,
27295923,MAFIAA,sysop;sysop,,
27300123,Barney's Musical Castle,autoconfirmed,,
27306241,George de Bothezat,autoconfirmed;autoconfirmed,,
27306717,Marvel Cinematic Universe,autoconfirmed,,
2730733,Willie Mason,autoconfirmed;sysop,,
27313295,Tosh.0,autoconfirmed;autoconfirmed,,
2731583,Adolf Hitler,autoconfirmed;sysop,,
27318,Singapore,autoconfirmed;sysop,,
27331968,Chester Yorton,autoconfirmed;autoconfirmed,,
27337369,Krista White,autoconfirmed;autoconfirmed,,
27342640,Demet Müftüoğlu,autoconfirmed;autoconfirmed,,
27363613,UFC 128,autoconfirmed;autoconfirmed,,
27383580,Macrobians,autoconfirmed;autoconfirmed,,
27386031,Bob's Burgers,autoconfirmed;autoconfirmed,,
27408002,World of Tanks,autoconfirmed,,
27408173,Dan Quinn (fighter),autoconfirmed;autoconfirmed,,
274099,Ancient Greek religion,autoconfirmed;autoconfirmed,,
27423649,Tupper Lake Central School District,autoconfirmed,,
274539,Ashton Kutcher,autoconfirmed;sysop,,
27456488,Rich Shapero,autoconfirmed;autoconfirmed,,
27457283,Welcome Nugget,autoconfirmed;autoconfirmed,,
274608,Pro-ana,autoconfirmed;autoconfirmed,,
27484248,List of current champions in TNA Wrestling,autoconfirmed,,
27499400,Flag of Yugoslavia,autoconfirmed;autoconfirmed,,
275049,Languages of Pakistan,autoconfirmed;autoconfirmed,,
27540718,Park51,autoconfirmed;sysop,,
27544607,Susan J. Elliott,autoconfirmed;autoconfirmed,,
27546,Sexual intercourse,autoconfirmed;sysop,,
27550952,List of Indian IT companies,autoconfirmed;autoconfirmed,,
27560,Solar deity,autoconfirmed;autoconfirmed,,
27581500,James Morris (British politician),autoconfirmed;autoconfirmed,,
2758486,Bircham International University,autoconfirmed;autoconfirmed,,
2760249,Pramukh Swami Maharaj,autoconfirmed;autoconfirmed,,
276208,Masters of Deception,autoconfirmed,,
27622138,Bluehost,autoconfirmed,,
276250,Rorschach test,autoconfirmed;autoconfirmed,,
27630477,Chelsea Manning,autoconfirmed;sysop,,
27633,Stonehenge,autoconfirmed;sysop,,
27633438,Sleeping with Sirens,autoconfirmed,,
2763527,Paul Haddacks,autoconfirmed;autoconfirmed,,
27644025,Emmanuel Frimpong,autoconfirmed;autoconfirmed,,
276471,Kathy Ireland,autoconfirmed,,
27655272,Jenrry Mejía,autoconfirmed,,
27667,Space,autoconfirmed;sysop,,
27676616,The Walking Dead (TV series),autoconfirmed;autoconfirmed,,
27678839,Nishant,autoconfirmed;autoconfirmed,,
276890,Simon Cowell,autoconfirmed;sysop,,
27694,Satan,autoconfirmed;sysop,,
2769439,PANDAS,autoconfirmed;autoconfirmed,,
277004,Illeana Douglas,autoconfirmed;autoconfirmed,,
27707936,List of Twilight characters,autoconfirmed;autoconfirmed,,
27712,Sugar,autoconfirmed;sysop,,
27714684,UFC 127,autoconfirmed;autoconfirmed,,
27719264,Pimp slap,autoconfirmed;autoconfirmed,,
2772078,Lara Logan,autoconfirmed;sysop,,
27726754,List of Nintendo 3DS games,autoconfirmed;autoconfirmed,,
27730,Serbo-Croatian,autoconfirmed;autoconfirmed,,
2773076,Guns N' Roses,autoconfirmed;sysop,,
27734919,Ella Purnell,autoconfirmed,,
27743,Solar energy,autoconfirmed;autoconfirmed,,
27783,Stem cell,autoconfirmed;sysop,,
2778679,RCTI,autoconfirmed,,
27790,Schizophrenia,autoconfirmed;sysop,,
278119,Charlie Sheen,autoconfirmed;autoconfirmed,,
27815578,Minecraft,autoconfirmed;sysop,,
27819967,CampusEAI Consortium,autoconfirmed;autoconfirmed,,
27834,Sleep,autoconfirmed;autoconfirmed,,
27834683,Matthew McConaughey,autoconfirmed;autoconfirmed,,
27835576,Matt Charlton,autoconfirmed;autoconfirmed,,
27837030,Paul George,autoconfirmed,,
2783826,Compile (publisher),autoconfirmed;autoconfirmed,,
2784937,Jerry Maren,autoconfirmed;autoconfirmed,,
27853742,Fists of Bruce Lee,autoconfirmed,,
2785426,James Alexander Thom,autoconfirmed;autoconfirmed,,
27866070,The Biggest Loser Pinoy Edition,autoconfirmed;autoconfirmed,,
27876656,The Wanted,autoconfirmed,,
27885687,Mary Shelley,autoconfirmed;sysop,,
27901292,Rooting (Android OS),autoconfirmed;autoconfirmed,,
27905658,Kyrie Irving,autoconfirmed,,
27909429,Inspire (magazine),autoconfirmed,,
2791478,Ginormous,sysop;sysop;sysop;sysop,,
27917933,Beechwoods Cemetery (New Rochelle; New York),autoconfirmed;autoconfirmed,,
27918720,Philippine Air Force,autoconfirmed;autoconfirmed,,
27918996,Luciano Narsingh,autoconfirmed;autoconfirmed,,
27924722,The Biggest Loser (Brunei TV series),autoconfirmed;autoconfirmed,,
2792524,Seoul Raiders,autoconfirmed,,
27933939,Heide Hatry,autoconfirmed;autoconfirmed,,
27935,Sep-11,autoconfirmed;sysop,,
27935337,List of Dai of Dawoodi Bohra,autoconfirmed;autoconfirmed,,
27936,Spider-Man,autoconfirmed;autoconfirmed,,
27937678,Zultanite,autoconfirmed;autoconfirmed,,
27938415,List of hackers,autoconfirmed;autoconfirmed,,
2794458,Pargalı Ibrahim Pasha,autoconfirmed,,
27949686,Bad Girls Club (season 5),autoconfirmed,,
27954,Susan B. Anthony,autoconfirmed;autoconfirmed,,
27956366,Are You My Mother? (album),autoconfirmed;autoconfirmed,,
27957086,Bad Girls Club (season 4),autoconfirmed;autoconfirmed,,
27957384,Bad Girls Club (season 3),autoconfirmed;autoconfirmed,,
27957572,Bad Girls Club (season 2),autoconfirmed;autoconfirmed,,
27959863,FIFA Ballon d'Or,autoconfirmed;autoconfirmed,,
2796246,Stigma (letter),autoconfirmed;autoconfirmed,,
2796268,Hawiye,autoconfirmed;autoconfirmed,,
27964,Sikhism,autoconfirmed;sysop,,
279641,Benigno Aquino III,autoconfirmed;autoconfirmed,,
2796527,T-Pain,autoconfirmed;sysop,,
2796805,Taiwan (disambiguation),autoconfirmed,,
27977,South Park,autoconfirmed;sysop,,
27979,Sunlight,autoconfirmed,,
27992,Slavery,autoconfirmed;sysop,,
27998609,List of Pretty Little Liars characters,autoconfirmed,,
28002,Simple machine,autoconfirmed,,
28017,Sirius,autoconfirmed,,
28022,School,autoconfirmed;autoconfirmed,,
28024577,Brian Houston (pastor),autoconfirmed;autoconfirmed,,
28027,Skateboarding,autoconfirmed;sysop,,
2803429,Darod,autoconfirmed;autoconfirmed,,
2808007,Jill Singer,autoconfirmed;autoconfirmed,,
28089486,Markus Persson,autoconfirmed;autoconfirmed,,
28090676,Bad Girls Club (season 6),autoconfirmed;autoconfirmed,,
2809680,Municipality of Žirovnica,autoconfirmed,,
2810664,Zack,autoconfirmed,,
28111072,The Flood (Take That song),autoconfirmed;autoconfirmed,,
2813914,Queensland Core Skills Test,autoconfirmed;autoconfirmed,,
28140441,List of current NBA team rosters,autoconfirmed;autoconfirmed,,
2814802,Senthil (actor),autoconfirmed;autoconfirmed,,
28150733,Black Veil Brides,autoconfirmed;autoconfirmed,,
2815078,Rohan Gunaratna,autoconfirmed;autoconfirmed,,
2815449,Allan Borodin,autoconfirmed;autoconfirmed,,
28163575,Solomon's Temple,autoconfirmed;autoconfirmed,,
28176,Willis Tower,autoconfirmed;sysop,,
28188546,Basil Marceaux,autoconfirmed;autoconfirmed,,
28191,Snow,autoconfirmed;sysop,,
28196176,The Colony (U.S. TV series),autoconfirmed,,
28199849,Mukta Barve,autoconfirmed,,
2820632,Lee Thompson Young,autoconfirmed;autoconfirmed,,
28214451,Mad (TV series),autoconfirmed;autoconfirmed,,
28227838,Zo people,autoconfirmed,,
28229246,Paul Pogba,autoconfirmed;autoconfirmed,,
28230866,Kenneth Huang,autoconfirmed,,
28242801,Kamen Rider OOO (character),autoconfirmed,,
28249265,Bitcoin,autoconfirmed;autoconfirmed,,
28269389,Chowdhury Mueen-Uddin,autoconfirmed;autoconfirmed,,
2828209,Tuʻi Tonga Empire,autoconfirmed;autoconfirmed,,
2828238,Breaking the Silence (non-governmental organization),autoconfirmed,,
28285015,Bad Girls Club (season 1),autoconfirmed;autoconfirmed,,
28288,Samurai,autoconfirmed;sysop,,
28288148,Peter Gregory (footballer),autoconfirmed,,
2829495,Tokyo Raiders,autoconfirmed,,
28320,Steve Biko,autoconfirmed;autoconfirmed,,
2832794,Meena Kumari,autoconfirmed;autoconfirmed,,
28329803,Spider,autoconfirmed;sysop,,
28372535,Dan Vs.,autoconfirmed,,
28381,Superman,autoconfirmed;sysop,,
28430520,America's Next Top Model (cycle 15),autoconfirmed;autoconfirmed,,
28434211,Manmin Central Church,autoconfirmed;autoconfirmed,,
284356,Oscar Robertson,autoconfirmed;autoconfirmed,,
2844938,Mark Zuckerberg,autoconfirmed;sysop,,
28454584,So You Think You Can Dance Canada (season 3),autoconfirmed;autoconfirmed,,
28480,Spice Girls,autoconfirmed;sysop,,
2848733,Ashwood University,autoconfirmed;autoconfirmed,,
28492,Squirrel,autoconfirmed;autoconfirmed,,
28494217,Michael McCormack (Australian politician),autoconfirmed;autoconfirmed,,
2850075,Miranda Lambert,autoconfirmed,,
28504,San Diego,autoconfirmed;sysop,,
285059,Line of Control,autoconfirmed;autoconfirmed,,
2853796,Barkha Dutt,autoconfirmed,,
2854031,G. S. Pradeep,autoconfirmed,,
2855038,Joey Barton,autoconfirmed;autoconfirmed,,
285514,Ashvamedha,autoconfirmed;autoconfirmed,,
28556455,Josh Urbiztondo,autoconfirmed;autoconfirmed,,
28608947,Suzana Ansar,autoconfirmed;autoconfirmed,,
28617,Statue of Liberty,autoconfirmed;sysop,,
2861896,Spyker Cars,autoconfirmed,,
2862407,Double Team (film),autoconfirmed,,
286278,Pygmy peoples,autoconfirmed;autoconfirmed,,
286604,Jim Corbett National Park,autoconfirmed;autoconfirmed,,
2866434,Sergio Cragnotti,autoconfirmed;autoconfirmed,,
28667119,Gay Nigger Association of America,autoconfirmed;sysop,,
2866863,Vagina (disambiguation),autoconfirmed;autoconfirmed,,
286828,Lady and the Tramp,autoconfirmed;autoconfirmed,,
28689382,My Little Pony: Friendship Is Magic,autoconfirmed;autoconfirmed,,
2869098,Barney and the Backyard Gang,autoconfirmed,,
28691489,First Flight High School,autoconfirmed;sysop,,
28691956,Patrick Star,autoconfirmed;autoconfirmed,,
2872345,Lupe Fiasco,autoconfirmed;autoconfirmed,,
2872825,List of social networking websites,sysop;sysop,,
28753159,Zendaya,autoconfirmed;autoconfirmed,,
287571,David Stern,autoconfirmed;autoconfirmed,,
28761553,Terry Jones (pastor),autoconfirmed;autoconfirmed,,
287673,List of programs broadcast by Cartoon Network,autoconfirmed;autoconfirmed,,
2877925,Bambi II,autoconfirmed;autoconfirmed,,
2878003,Suffield University,autoconfirmed;autoconfirmed,,
2878406,Grewal,autoconfirmed;autoconfirmed,,
28786805,Karl Stefanovic,autoconfirmed;sysop,,
2878808,Theo Walcott,autoconfirmed;autoconfirmed,,
288140,Maya Angelou,autoconfirmed,,
288379,LOL,autoconfirmed;sysop,,
28852,Syphilis,autoconfirmed;autoconfirmed,,
2888033,Phi Sigma Sigma,autoconfirmed;autoconfirmed,,
28881345,The Biggest Loser UK (series 2),autoconfirmed;autoconfirmed,,
28884924,Ederyn Williams,autoconfirmed;autoconfirmed,,
2888973,Michael Nunn,autoconfirmed,,
28916389,Power Rangers Samurai,autoconfirmed;sysop,,
28923620,Brendan Emmett Quigley,autoconfirmed;autoconfirmed,,
2892400,Cowtown,autoconfirmed;autoconfirmed,,
28924704,Nabeya Bi-tech Kaisha,autoconfirmed;autoconfirmed,,
2893218,Panic! at the Disco,autoconfirmed;autoconfirmed,,
28952690,Florida Atlantic University High School,autoconfirmed;autoconfirmed,,
28959885,Brett Salisbury,autoconfirmed;autoconfirmed,,
28970835,Les Coleman,sysop;sysop,,
289786,Peanut butter,autoconfirmed,,
28984,S.S. Lazio,autoconfirmed;autoconfirmed,,
2898759,Bryan Marchment,autoconfirmed,,
28996012,Born This Way (album),autoconfirmed;autoconfirmed,,
289978,KV62,autoconfirmed;autoconfirmed,,
290,A,autoconfirmed;sysop,,
29000339,Equipment of the Bangladesh Army,autoconfirmed;autoconfirmed,,
29003819,Iranian Azerbaijanis,autoconfirmed;sysop,,
29007,Saint David,autoconfirmed;autoconfirmed,,
2901782,Mark Rathbun,autoconfirmed;autoconfirmed,,
29020730,Senkaku Islands dispute,autoconfirmed;sysop,,
29036,Dreamcast,autoconfirmed;autoconfirmed,,
29042207,Search and Destroy (Thirty Seconds to Mars song),autoconfirmed;autoconfirmed,,
29044071,Cher Lloyd,autoconfirmed;sysop,,
2905,Artemis,autoconfirmed;autoconfirmed,,
29056,Sonic the Hedgehog (character),autoconfirmed;sysop,,
29056942,Darren Criss,autoconfirmed;autoconfirmed,,
29075630,The Dark Knight Rises,autoconfirmed,,
2909,Albinism,autoconfirmed;autoconfirmed,,
29113729,Southern Premier Soccer League,autoconfirmed;autoconfirmed,,
29121027,Dork Diaries,autoconfirmed;autoconfirmed,,
291228,Nashville International Airport,autoconfirmed;autoconfirmed,,
291251,Regulation and licensure in engineering,autoconfirmed;autoconfirmed,,
29126119,Balloon,autoconfirmed;sysop,,
29143035,New Life Fellowship Association,autoconfirmed;autoconfirmed,,
2914318,Damaged Justice,autoconfirmed,,
29148944,The Biggest Loser Brunei: The Spirit of Life,autoconfirmed;autoconfirmed,,
291520,Mischa Barton,autoconfirmed;autoconfirmed,,
29161,Saints Cyril and Methodius,autoconfirmed;sysop,,
29166225,List of Pixar film references,autoconfirmed;autoconfirmed,,
29177750,Dota 2,autoconfirmed,,
29178,Spaghetti,autoconfirmed;sysop,,
29196086,List of R. L. Stine's The Haunting Hour episodes,autoconfirmed,,
29202630,Tyler; The Creator,autoconfirmed,,
29202884,Hopsin,autoconfirmed;autoconfirmed,,
29206360,Lil B,autoconfirmed;autoconfirmed,,
29206485,WrestleMania XXVIII,autoconfirmed;autoconfirmed,,
292214,Delia Smith,autoconfirmed;autoconfirmed,,
29228,Shiba Inu,autoconfirmed,,
2925581,Miranda Kerr,autoconfirmed,,
29261968,Alex Day,autoconfirmed,,
29262325,Aras Özbiliz,autoconfirmed;autoconfirmed,,
29265,Serbia,autoconfirmed;sysop,,
2927,Albanians,autoconfirmed;autoconfirmed,,
29273298,Kharwar,autoconfirmed;autoconfirmed,,
29276586,Ariel Fernandez,autoconfirmed,,
292930,Jeanette Winterson,autoconfirmed;autoconfirmed,,
292957,Performance rights organisation,autoconfirmed;autoconfirmed,,
29310095,Miss Universe 2011,autoconfirmed;autoconfirmed,,
29328,Six-Day War,autoconfirmed;autoconfirmed,,
29353606,Marianne Matichuk,autoconfirmed;autoconfirmed,,
29360108,Russian-speaking Ukraine,autoconfirmed,,
29364894,Julie Lyonn Lieberman,autoconfirmed;autoconfirmed,,
29370,Snake,autoconfirmed;autoconfirmed,,
2938666,American Academy of Financial Management,autoconfirmed;autoconfirmed,,
2941511,Sarah Palin,autoconfirmed;sysop,,
294216,SWOT analysis,autoconfirmed;autoconfirmed,,
2942390,List of Telugu-language television channels,autoconfirmed,,
29426,Sino-Indian War,autoconfirmed;autoconfirmed,,
29426114,List of Palestinian rocket attacks on Israel; 2001,extendedconfirmed;extendedconfirmed,,
29427669,Jessie J,autoconfirmed;autoconfirmed,,
29438,Sonar,autoconfirmed;autoconfirmed,,
294430,Second Balkan War,autoconfirmed;autoconfirmed,,
29453263,Rocketeer (song),autoconfirmed;autoconfirmed,,
2947773,European Cup and UEFA Champions League records and statistics,autoconfirmed,,
294791,Steven Moffat,autoconfirmed;autoconfirmed,,
29479815,Frank Welker filmography,autoconfirmed,,
294813,Internet forum,autoconfirmed;autoconfirmed,,
29490,Saddam Hussein,autoconfirmed;sysop,,
2949827,Angels in the Outfield (1994 film),autoconfirmed;autoconfirmed,,
29502054,Randi Zuckerberg,autoconfirmed;autoconfirmed,,
2950240,Princess Nathalie of Sayn-Wittgenstein-Berleburg,autoconfirmed;autoconfirmed,,
295027,Pioneer Square; Seattle,autoconfirmed;autoconfirmed,,
2953963,Sheamus,autoconfirmed;sysop,,
2957039,Sex offender,autoconfirmed;autoconfirmed,,
29579678,Vandegrift High School,autoconfirmed;autoconfirmed,,
296002,Darrell Issa,autoconfirmed;autoconfirmed,,
29609812,A A Mamun,autoconfirmed;autoconfirmed,,
296266,List of Doctor Who serials,autoconfirmed;sysop,,
29629748,David Matuszak,autoconfirmed;autoconfirmed,,
29635016,Teen Wolf (2011 TV series),autoconfirmed;autoconfirmed,,
29638916,List of Pakistani Shia Muslims,autoconfirmed;autoconfirmed,,
2965,Alcoholism,autoconfirmed;sysop,,
29685329,Homestuck,autoconfirmed;autoconfirmed,,
29688374,Galileo Galilei,autoconfirmed;sysop,,
296889,Philippine Airlines,autoconfirmed,,
29689827,List of Sonic the Hedgehog video games,autoconfirmed;autoconfirmed,,
29690176,Fritz Springmeier,autoconfirmed;sysop,,
297196,Baekje,autoconfirmed;autoconfirmed,,
29720286,Nargis Fakhri,autoconfirmed,,
297204,Aryabhata,autoconfirmed;autoconfirmed,,
29753790,Vandalism on Wikipedia,autoconfirmed;sysop,,
29773,Tennis,autoconfirmed;sysop,,
29778,Thomas Edison,autoconfirmed;sysop,,
29781,The Texas Chain Saw Massacre,autoconfirmed;autoconfirmed,,
29785591,Handsome,autoconfirmed;autoconfirmed,,
29810,Texas,autoconfirmed;sysop,,
29812,The Beatles,autoconfirmed;sysop,,
29816,Technology,autoconfirmed;sysop,,
2983,Austria-Hungary,autoconfirmed;sysop,,
29831,Television,autoconfirmed;sysop,,
29833,Americas,autoconfirmed;sysop,,
29838,The Simpsons,autoconfirmed;sysop,,
29844987,Chak hinauta,autoconfirmed;autoconfirmed,,
2985532,Peter Ludlow,autoconfirmed;autoconfirmed,,
298599,Blackburn Rovers F.C.,autoconfirmed;autoconfirmed,,
29876303,The Octonauts,autoconfirmed;autoconfirmed,,
29909823,Kendrick Lamar,autoconfirmed,,
29919,Tamil language,autoconfirmed;autoconfirmed,,
29922,Thomas Jefferson,autoconfirmed;sysop,,
299395,Big Mac,autoconfirmed;autoconfirmed,,
29957,Troll,autoconfirmed;sysop,,
2995878,The Biggest Loser (season 1),autoconfirmed;autoconfirmed,,
29985,Taco,autoconfirmed;sysop,,
2998827,List of countries by the number of US dollar billionaires,autoconfirmed;autoconfirmed,,
29992,Turkish language,autoconfirmed;sysop,,
29996611,Puerto National High School,autoconfirmed;autoconfirmed,,
30003,Telephone,autoconfirmed;sysop,,
30006,The Silence of the Lambs (film),autoconfirmed;autoconfirmed,,
30014712,The Elder Scrolls V: Skyrim,autoconfirmed,,
3002447,Tony Egginton,autoconfirmed;autoconfirmed,,
30027,Tycho Brahe,autoconfirmed;sysop,,
30030,Treaty of Versailles,autoconfirmed;autoconfirmed,,
3003296,Christopher X. Brodeur,autoconfirmed;autoconfirmed,,
30034,Tim Berners-Lee,autoconfirmed;sysop,,
30040,Titanium,autoconfirmed;sysop,,
30046,Tungsten,autoconfirmed;autoconfirmed,,
30058,Trojan War,autoconfirmed;autoconfirmed,,
30058709,Robert Shaw (theatre director),autoconfirmed;autoconfirmed,,
30059034,Ramzan Sugar Mills,autoconfirmed;autoconfirmed,,
300627,Munnar,autoconfirmed,,
30070704,Healthcare in Belarus,autoconfirmed;autoconfirmed,,
30075,Tiger,autoconfirmed;sysop,,
30094393,South Carolina Research Authority,autoconfirmed;sysop,,
30102814,London District Christian Secondary School,autoconfirmed;autoconfirmed,,
30128,Thailand,autoconfirmed;sysop,,
30138081,Agata,autoconfirmed;autoconfirmed,,
3014514,Ilan Pappé,autoconfirmed;sysop,,
3014582,Ranbir Kapoor,autoconfirmed;autoconfirmed,,
30152834,BIG Star Entertainment Awards,autoconfirmed;autoconfirmed,,
301574,The Little Mermaid (1989 film),autoconfirmed;autoconfirmed,,
30164955,List of Billboard Hot 100 number-one singles of 2011,autoconfirmed;autoconfirmed,,
30175487,List of Canadian Hot 100 number-one singles of 2011,autoconfirmed;autoconfirmed,,
301775,Hulk Hogan,autoconfirmed;sysop,,
302167,Salman Khan,autoconfirmed;sysop,,
30218264,George Fairholme,autoconfirmed,,
3022755,Garfield: Caught in the Act,autoconfirmed;autoconfirmed,,
302301,Charlotte's Web,autoconfirmed;sysop,,
